midashi1	midashi2	midashi3	midashi4	content	資料B_本文	誤差	資料B_項番	index	delete	emb	meta	資料B_本文_emb
""	""	""	""	""	"災害及び事故が発生した場合は、人命の安全確保を全てに優先させるとともに、二次災害が発生
しないよう工事現場の安全確保に努め、直ちにその経緯を監督職員に報告する。
"	0.745571	第1編 一般共通事項 第1章 一般事項 第3節 工事現場管理 1.3.7 災害等発生時の安全確保	44.01	""	" 総則 安全管理 工事中の安全確保::
１ 受注者は，労働安全衛生法，「土木工事安全施工技術指針」，「建設機械施工安全技術指針」を参考
にして，常に工事の安全に留意し現場管理を行い災害の防止を図らなければならない。ただし，こ
れらの指針は当該工事の契約条項を超えて受注者を拘束するものではない。
２ 受注者は，「建設工事公衆災害防止対策要綱」を遵守して災害の防止を図らなければならない。
３ 受注者は，工事施工中，監督員及び管理者の許可なくして，流水及び水陸交通の支障となるような
行為，または公衆に支障を及ぼすなどの施工をしてはならない。
４ 受注者は，工事箇所及びその周辺にある地上地下の既設構造物に対して支障を及ぼさないよう必要
な措置を施さなければならない。
５ 受注者は，豪雨，出水，土石流，その他の天災に対しては，天気予報等に注意を払い，常に災害を
最小限に食い止めるための防災体制を確立しなければならない。
６ 受注者は，工事現場付近における事故防止のため一般の立入りを禁止する場合，その区域に，柵，
門扉，立入禁止の掲示板等を設けなければならない。
７ 受注者は，工事期間中，安全巡視を行い，工事区域及びその周辺の監視あるいは連絡を行い，安全
を確保しなければならない。
"	第１章 総則 第２節 安全管理 １－２－１ 工事中の安全確保 	" 一般共通事項 一般事項 工事現場管理 災害等発生時の安全確保::
災害及び事故が発生した場合は、人命の安全確保を全てに優先させるとともに、二次災害が発生
しないよう工事現場の安全確保に努め、直ちにその経緯を監督職員に報告する。
"
""	""	""	""	""	"工事材料、土砂等の搬送計画及び通行経路の選定その他車両の通行に関する事項について、関係
機関と調整の上、交通安全の確保に努める。
"	0.788724	第1編 一般共通事項 第1章 一般事項 第3節 工事現場管理 1.3.6 交通安全管理	44.01	""	" 総則 安全管理 工事中の安全確保::
１ 受注者は，労働安全衛生法，「土木工事安全施工技術指針」，「建設機械施工安全技術指針」を参考
にして，常に工事の安全に留意し現場管理を行い災害の防止を図らなければならない。ただし，こ
れらの指針は当該工事の契約条項を超えて受注者を拘束するものではない。
２ 受注者は，「建設工事公衆災害防止対策要綱」を遵守して災害の防止を図らなければならない。
３ 受注者は，工事施工中，監督員及び管理者の許可なくして，流水及び水陸交通の支障となるような
行為，または公衆に支障を及ぼすなどの施工をしてはならない。
４ 受注者は，工事箇所及びその周辺にある地上地下の既設構造物に対して支障を及ぼさないよう必要
な措置を施さなければならない。
５ 受注者は，豪雨，出水，土石流，その他の天災に対しては，天気予報等に注意を払い，常に災害を
最小限に食い止めるための防災体制を確立しなければならない。
６ 受注者は，工事現場付近における事故防止のため一般の立入りを禁止する場合，その区域に，柵，
門扉，立入禁止の掲示板等を設けなければならない。
７ 受注者は，工事期間中，安全巡視を行い，工事区域及びその周辺の監視あるいは連絡を行い，安全
を確保しなければならない。
"	第１章 総則 第２節 安全管理 １－２－１ 工事中の安全確保 	" 一般共通事項 一般事項 工事現場管理 交通安全管理::
工事材料、土砂等の搬送計画及び通行経路の選定その他車両の通行に関する事項について、関係
機関と調整の上、交通安全の確保に努める。
"
第１章 総則	第２節 安全管理	１－２－１ 工事中の安全確保	""	"８ 受注者は，工事の施工に当たり必要な安全管理者，各作業主任者，保安要員，交通誘導警備員等を
配置して，安全管理と事故防止に努めなければならない。
９ 受注者は，別現場を同時施工する場合，発電所，浄水場，その他発注者が指定する施設へ入所する
場合，部分停電の箇所等がある場合には，作業員を常時把握するとともに安全上支障のない範囲で
作業員に名札を着用させること。また，必要に応じて監督員へ作業員の名簿または一覧表を提示す
ること。
１０ 受注者は，工事現場の現場環境改善及び広報を図るため，現場事務所，作業員宿舎，休憩所または
作業環境等の改善を行い，快適な職場を形成するとともに，地域との積極的なコミュニケーション
及び現場周辺の美装化に努めるものとする。
１１ 受注者は，工事着手後，作業員全員の参加により，月当たり，半日以上の時間を割当て，次の各号
から実施する内容を選択し，定期的に安全教育及び安全訓練等を実施しなければならない。なお，
新たに現場に入る作業員がいる場合，作業に入る前に同様の安全教育及び安全訓練等を実施しなけ
ればならない。
(1) 安全活動のビデオ等視覚資料による安全教育
(2) 該当工事内容等の周知徹底
(3) 工事安全に関する法令，通達，指針等の周知徹底
(4) 当該工事における災害対策訓練
(5) 当該工事現場で予想される事故対策
(6) その他，安全・訓練等として必要な事項
"	"(1) 建築基準法（昭和25年法律第201号）、労働安全衛生法（昭和47年法律第57号）その他関
係法令等に基づくほか、「建設工事公衆災害防止対策要綱（建築工事等編）」（令和元年9月2日
付け 国土交通省告示第 496 号）及び「建築工事安全施工技術指針」（平成 7 年 5 月 25 日付け
建設省営監発第13号）を踏まえ、常に工事の安全に留意し、施工に伴う災害及び事故の防止に
努める。
(2) 同一場所にて関連工事等が行われる場合で、監督職員から労働安全衛生法に基づく指名を受
けたときは、同法に基づく必要な措置を講ずる。
(3) 気象予報、警報等について、常に注意を払い、災害の予防に努める。
(4) 工事の施工に当たり、工事箇所並びにその周辺にある地上及び地下の既設構造物、既設配管
等に対して、支障をきたさないよう、施工方法等を定める。ただし、これにより難い場合は、
監督職員と協議する。
(5) 火気を使用する場合又は作業で火花等が発生する場合は、火気等の取扱いに十分注意すると
ともに、適切な消火設備、防炎シート等を設けるなど、火災防止の措置を講ずる。
(6) 工事の施工に当たり、近隣等との折衝は、次による。また、その経過について記録し、直ち
に監督職員に報告する。
(ｱ) 地域住民等と工事の施工上必要な折衝を行うものとし、あらかじめその概要を監督職員に
報告する。
(ｲ) 工事に関して、第三者から説明の要求又は苦情があった場合は、直ちに誠意を持って対応
する。
"	0.479081	第1編 一般共通事項 第1章 一般事項 第3節 工事現場管理 1.3.5 施工中の安全確保	44.02	""	" 総則 安全管理 工事中の安全確保::
８ 受注者は，工事の施工に当たり必要な安全管理者，各作業主任者，保安要員，交通誘導警備員等を
配置して，安全管理と事故防止に努めなければならない。
９ 受注者は，別現場を同時施工する場合，発電所，浄水場，その他発注者が指定する施設へ入所する
場合，部分停電の箇所等がある場合には，作業員を常時把握するとともに安全上支障のない範囲で
作業員に名札を着用させること。また，必要に応じて監督員へ作業員の名簿または一覧表を提示す
ること。
１０ 受注者は，工事現場の現場環境改善及び広報を図るため，現場事務所，作業員宿舎，休憩所または
作業環境等の改善を行い，快適な職場を形成するとともに，地域との積極的なコミュニケーション
及び現場周辺の美装化に努めるものとする。
１１ 受注者は，工事着手後，作業員全員の参加により，月当たり，半日以上の時間を割当て，次の各号
から実施する内容を選択し，定期的に安全教育及び安全訓練等を実施しなければならない。なお，
新たに現場に入る作業員がいる場合，作業に入る前に同様の安全教育及び安全訓練等を実施しなけ
ればならない。
(1) 安全活動のビデオ等視覚資料による安全教育
(2) 該当工事内容等の周知徹底
(3) 工事安全に関する法令，通達，指針等の周知徹底
(4) 当該工事における災害対策訓練
(5) 当該工事現場で予想される事故対策
(6) その他，安全・訓練等として必要な事項
"	第１章 総則 第２節 安全管理 １－２－１ 工事中の安全確保 	" 一般共通事項 一般事項 工事現場管理 施工中の安全確保::
(1) 建築基準法（昭和25年法律第201号）、労働安全衛生法（昭和47年法律第57号）その他関
係法令等に基づくほか、「建設工事公衆災害防止対策要綱（建築工事等編）」（令和元年9月2日
付け 国土交通省告示第 496 号）及び「建築工事安全施工技術指針」（平成 7 年 5 月 25 日付け
建設省営監発第13号）を踏まえ、常に工事の安全に留意し、施工に伴う災害及び事故の防止に
努める。
(2) 同一場所にて関連工事等が行われる場合で、監督職員から労働安全衛生法に基づく指名を受
けたときは、同法に基づく必要な措置を講ずる。
(3) 気象予報、警報等について、常に注意を払い、災害の予防に努める。
(4) 工事の施工に当たり、工事箇所並びにその周辺にある地上及び地下の既設構造物、既設配管
等に対して、支障をきたさないよう、施工方法等を定める。ただし、これにより難い場合は、
監督職員と協議する。
(5) 火気を使用する場合又は作業で火花等が発生する場合は、火気等の取扱いに十分注意すると
ともに、適切な消火設備、防炎シート等を設けるなど、火災防止の措置を講ずる。
(6) 工事の施工に当たり、近隣等との折衝は、次による。また、その経過について記録し、直ち
に監督職員に報告する。
(ｱ) 地域住民等と工事の施工上必要な折衝を行うものとし、あらかじめその概要を監督職員に
報告する。
(ｲ) 工事に関して、第三者から説明の要求又は苦情があった場合は、直ちに誠意を持って対応
する。
"
""	""	""	""	""	"工事材料、土砂等の搬送計画及び通行経路の選定その他車両の通行に関する事項について、関係
機関と調整の上、交通安全の確保に努める。
"	0.703555	第1編 一般共通事項 第1章 一般事項 第3節 工事現場管理 1.3.6 交通安全管理	44.02	""	" 総則 安全管理 工事中の安全確保::
８ 受注者は，工事の施工に当たり必要な安全管理者，各作業主任者，保安要員，交通誘導警備員等を
配置して，安全管理と事故防止に努めなければならない。
９ 受注者は，別現場を同時施工する場合，発電所，浄水場，その他発注者が指定する施設へ入所する
場合，部分停電の箇所等がある場合には，作業員を常時把握するとともに安全上支障のない範囲で
作業員に名札を着用させること。また，必要に応じて監督員へ作業員の名簿または一覧表を提示す
ること。
１０ 受注者は，工事現場の現場環境改善及び広報を図るため，現場事務所，作業員宿舎，休憩所または
作業環境等の改善を行い，快適な職場を形成するとともに，地域との積極的なコミュニケーション
及び現場周辺の美装化に努めるものとする。
１１ 受注者は，工事着手後，作業員全員の参加により，月当たり，半日以上の時間を割当て，次の各号
から実施する内容を選択し，定期的に安全教育及び安全訓練等を実施しなければならない。なお，
新たに現場に入る作業員がいる場合，作業に入る前に同様の安全教育及び安全訓練等を実施しなけ
ればならない。
(1) 安全活動のビデオ等視覚資料による安全教育
(2) 該当工事内容等の周知徹底
(3) 工事安全に関する法令，通達，指針等の周知徹底
(4) 当該工事における災害対策訓練
(5) 当該工事現場で予想される事故対策
(6) その他，安全・訓練等として必要な事項
"	第１章 総則 第２節 安全管理 １－２－１ 工事中の安全確保 	" 一般共通事項 一般事項 工事現場管理 交通安全管理::
工事材料、土砂等の搬送計画及び通行経路の選定その他車両の通行に関する事項について、関係
機関と調整の上、交通安全の確保に努める。
"
""	""	""	""	""	"災害及び事故が発生した場合は、人命の安全確保を全てに優先させるとともに、二次災害が発生
しないよう工事現場の安全確保に努め、直ちにその経緯を監督職員に報告する。
"	0.73476	第1編 一般共通事項 第1章 一般事項 第3節 工事現場管理 1.3.7 災害等発生時の安全確保	44.02	""	" 総則 安全管理 工事中の安全確保::
８ 受注者は，工事の施工に当たり必要な安全管理者，各作業主任者，保安要員，交通誘導警備員等を
配置して，安全管理と事故防止に努めなければならない。
９ 受注者は，別現場を同時施工する場合，発電所，浄水場，その他発注者が指定する施設へ入所する
場合，部分停電の箇所等がある場合には，作業員を常時把握するとともに安全上支障のない範囲で
作業員に名札を着用させること。また，必要に応じて監督員へ作業員の名簿または一覧表を提示す
ること。
１０ 受注者は，工事現場の現場環境改善及び広報を図るため，現場事務所，作業員宿舎，休憩所または
作業環境等の改善を行い，快適な職場を形成するとともに，地域との積極的なコミュニケーション
及び現場周辺の美装化に努めるものとする。
１１ 受注者は，工事着手後，作業員全員の参加により，月当たり，半日以上の時間を割当て，次の各号
から実施する内容を選択し，定期的に安全教育及び安全訓練等を実施しなければならない。なお，
新たに現場に入る作業員がいる場合，作業に入る前に同様の安全教育及び安全訓練等を実施しなけ
ればならない。
(1) 安全活動のビデオ等視覚資料による安全教育
(2) 該当工事内容等の周知徹底
(3) 工事安全に関する法令，通達，指針等の周知徹底
(4) 当該工事における災害対策訓練
(5) 当該工事現場で予想される事故対策
(6) その他，安全・訓練等として必要な事項
"	第１章 総則 第２節 安全管理 １－２－１ 工事中の安全確保 	" 一般共通事項 一般事項 工事現場管理 災害等発生時の安全確保::
災害及び事故が発生した場合は、人命の安全確保を全てに優先させるとともに、二次災害が発生
しないよう工事現場の安全確保に努め、直ちにその経緯を監督職員に報告する。
"
第１章 総則	第２節 安全管理	１－２－１ 工事中の安全確保	""	"１２ 受注者は，工事の内容に応じた安全教育及び安全訓練等の具体的な計画を作成し，施工計画書に記
載しなければならない。
１３ 受注者は，安全教育及び安全訓練等の実施状況については，ビデオ等または工事報告書等に記録し
た資料を整備及び保管し，監督員の請求があった場合は直ちに提示すること。
１４ 受注者は，所轄警察署，道路管理者，電気事業者，通信事業者，ガス事業者，鉄道事業者，河川管
理者，労働基準監督署等の関係者及び関係機関と緊密な連絡を取り，工事中の安全を確保しなけれ
ばならない。
１５ 受注者は，工事現場が隣接しまたは同一場所において別途工事がある場合は，受注者間の安全施工
に関する緊密な情報交換を行うとともに，非常時における臨機の措置を定める等の連絡調整を行う
ため，関係者による工事関係者連絡会議を組織するものとする。
１６ 監督員が，労働安全衛生法第30条第1項に規定する措置を講じるものとして，同条第2項の規定
に基づき，受注者を指名した場合には，受注者はこれに従うものとする。
１７ 受注者は，工事中における安全の確保をすべてに優先させ，労働安全衛生法等関連法令に基づく措
置を常に講じておくものとする。特に重機械の運転，電気設備等については，関係法令に基づいて
適切な措置を講じておかなければならない。
"	"(1) 建築基準法（昭和25年法律第201号）、労働安全衛生法（昭和47年法律第57号）その他関
係法令等に基づくほか、「建設工事公衆災害防止対策要綱（建築工事等編）」（令和元年9月2日
付け 国土交通省告示第 496 号）及び「建築工事安全施工技術指針」（平成 7 年 5 月 25 日付け
建設省営監発第13号）を踏まえ、常に工事の安全に留意し、施工に伴う災害及び事故の防止に
努める。
(2) 同一場所にて関連工事等が行われる場合で、監督職員から労働安全衛生法に基づく指名を受
けたときは、同法に基づく必要な措置を講ずる。
(3) 気象予報、警報等について、常に注意を払い、災害の予防に努める。
(4) 工事の施工に当たり、工事箇所並びにその周辺にある地上及び地下の既設構造物、既設配管
等に対して、支障をきたさないよう、施工方法等を定める。ただし、これにより難い場合は、
監督職員と協議する。
(5) 火気を使用する場合又は作業で火花等が発生する場合は、火気等の取扱いに十分注意すると
ともに、適切な消火設備、防炎シート等を設けるなど、火災防止の措置を講ずる。
(6) 工事の施工に当たり、近隣等との折衝は、次による。また、その経過について記録し、直ち
に監督職員に報告する。
(ｱ) 地域住民等と工事の施工上必要な折衝を行うものとし、あらかじめその概要を監督職員に
報告する。
(ｲ) 工事に関して、第三者から説明の要求又は苦情があった場合は、直ちに誠意を持って対応
する。
"	0.521634	第1編 一般共通事項 第1章 一般事項 第3節 工事現場管理 1.3.5 施工中の安全確保	44.03	""	" 総則 安全管理 工事中の安全確保::
１２ 受注者は，工事の内容に応じた安全教育及び安全訓練等の具体的な計画を作成し，施工計画書に記
載しなければならない。
１３ 受注者は，安全教育及び安全訓練等の実施状況については，ビデオ等または工事報告書等に記録し
た資料を整備及び保管し，監督員の請求があった場合は直ちに提示すること。
１４ 受注者は，所轄警察署，道路管理者，電気事業者，通信事業者，ガス事業者，鉄道事業者，河川管
理者，労働基準監督署等の関係者及び関係機関と緊密な連絡を取り，工事中の安全を確保しなけれ
ばならない。
１５ 受注者は，工事現場が隣接しまたは同一場所において別途工事がある場合は，受注者間の安全施工
に関する緊密な情報交換を行うとともに，非常時における臨機の措置を定める等の連絡調整を行う
ため，関係者による工事関係者連絡会議を組織するものとする。
１６ 監督員が，労働安全衛生法第30条第1項に規定する措置を講じるものとして，同条第2項の規定
に基づき，受注者を指名した場合には，受注者はこれに従うものとする。
１７ 受注者は，工事中における安全の確保をすべてに優先させ，労働安全衛生法等関連法令に基づく措
置を常に講じておくものとする。特に重機械の運転，電気設備等については，関係法令に基づいて
適切な措置を講じておかなければならない。
"	第１章 総則 第２節 安全管理 １－２－１ 工事中の安全確保 	" 一般共通事項 一般事項 工事現場管理 施工中の安全確保::
(1) 建築基準法（昭和25年法律第201号）、労働安全衛生法（昭和47年法律第57号）その他関
係法令等に基づくほか、「建設工事公衆災害防止対策要綱（建築工事等編）」（令和元年9月2日
付け 国土交通省告示第 496 号）及び「建築工事安全施工技術指針」（平成 7 年 5 月 25 日付け
建設省営監発第13号）を踏まえ、常に工事の安全に留意し、施工に伴う災害及び事故の防止に
努める。
(2) 同一場所にて関連工事等が行われる場合で、監督職員から労働安全衛生法に基づく指名を受
けたときは、同法に基づく必要な措置を講ずる。
(3) 気象予報、警報等について、常に注意を払い、災害の予防に努める。
(4) 工事の施工に当たり、工事箇所並びにその周辺にある地上及び地下の既設構造物、既設配管
等に対して、支障をきたさないよう、施工方法等を定める。ただし、これにより難い場合は、
監督職員と協議する。
(5) 火気を使用する場合又は作業で火花等が発生する場合は、火気等の取扱いに十分注意すると
ともに、適切な消火設備、防炎シート等を設けるなど、火災防止の措置を講ずる。
(6) 工事の施工に当たり、近隣等との折衝は、次による。また、その経過について記録し、直ち
に監督職員に報告する。
(ｱ) 地域住民等と工事の施工上必要な折衝を行うものとし、あらかじめその概要を監督職員に
報告する。
(ｲ) 工事に関して、第三者から説明の要求又は苦情があった場合は、直ちに誠意を持って対応
する。
"
""	""	""	""	""	"工事材料、土砂等の搬送計画及び通行経路の選定その他車両の通行に関する事項について、関係
機関と調整の上、交通安全の確保に努める。
"	0.694018	第1編 一般共通事項 第1章 一般事項 第3節 工事現場管理 1.3.6 交通安全管理	44.03	""	" 総則 安全管理 工事中の安全確保::
１２ 受注者は，工事の内容に応じた安全教育及び安全訓練等の具体的な計画を作成し，施工計画書に記
載しなければならない。
１３ 受注者は，安全教育及び安全訓練等の実施状況については，ビデオ等または工事報告書等に記録し
た資料を整備及び保管し，監督員の請求があった場合は直ちに提示すること。
１４ 受注者は，所轄警察署，道路管理者，電気事業者，通信事業者，ガス事業者，鉄道事業者，河川管
理者，労働基準監督署等の関係者及び関係機関と緊密な連絡を取り，工事中の安全を確保しなけれ
ばならない。
１５ 受注者は，工事現場が隣接しまたは同一場所において別途工事がある場合は，受注者間の安全施工
に関する緊密な情報交換を行うとともに，非常時における臨機の措置を定める等の連絡調整を行う
ため，関係者による工事関係者連絡会議を組織するものとする。
１６ 監督員が，労働安全衛生法第30条第1項に規定する措置を講じるものとして，同条第2項の規定
に基づき，受注者を指名した場合には，受注者はこれに従うものとする。
１７ 受注者は，工事中における安全の確保をすべてに優先させ，労働安全衛生法等関連法令に基づく措
置を常に講じておくものとする。特に重機械の運転，電気設備等については，関係法令に基づいて
適切な措置を講じておかなければならない。
"	第１章 総則 第２節 安全管理 １－２－１ 工事中の安全確保 	" 一般共通事項 一般事項 工事現場管理 交通安全管理::
工事材料、土砂等の搬送計画及び通行経路の選定その他車両の通行に関する事項について、関係
機関と調整の上、交通安全の確保に努める。
"
""	""	""	""	""	"契約書に基づく関連工事及び設計図書に明示された他の発注者の発注に係る工事（以下「関連工
事等」という。）について、監督職員の調整に協力し、当該工事関係者とともに、工事全体の円滑
な施工に努める。
"	0.726066	第1編 一般共通事項 第1章 一般事項 第1節 総則 1.1.7 関連工事等の調整	44.03	""	" 総則 安全管理 工事中の安全確保::
１２ 受注者は，工事の内容に応じた安全教育及び安全訓練等の具体的な計画を作成し，施工計画書に記
載しなければならない。
１３ 受注者は，安全教育及び安全訓練等の実施状況については，ビデオ等または工事報告書等に記録し
た資料を整備及び保管し，監督員の請求があった場合は直ちに提示すること。
１４ 受注者は，所轄警察署，道路管理者，電気事業者，通信事業者，ガス事業者，鉄道事業者，河川管
理者，労働基準監督署等の関係者及び関係機関と緊密な連絡を取り，工事中の安全を確保しなけれ
ばならない。
１５ 受注者は，工事現場が隣接しまたは同一場所において別途工事がある場合は，受注者間の安全施工
に関する緊密な情報交換を行うとともに，非常時における臨機の措置を定める等の連絡調整を行う
ため，関係者による工事関係者連絡会議を組織するものとする。
１６ 監督員が，労働安全衛生法第30条第1項に規定する措置を講じるものとして，同条第2項の規定
に基づき，受注者を指名した場合には，受注者はこれに従うものとする。
１７ 受注者は，工事中における安全の確保をすべてに優先させ，労働安全衛生法等関連法令に基づく措
置を常に講じておくものとする。特に重機械の運転，電気設備等については，関係法令に基づいて
適切な措置を講じておかなければならない。
"	第１章 総則 第２節 安全管理 １－２－１ 工事中の安全確保 	" 一般共通事項 一般事項 総則 関連工事等の調整::
契約書に基づく関連工事及び設計図書に明示された他の発注者の発注に係る工事（以下「関連工
事等」という。）について、監督職員の調整に協力し、当該工事関係者とともに、工事全体の円滑
な施工に努める。
"
第１章 総則	第２節 安全管理	１－２－１ 工事中の安全確保	""	"１８ 災害発生時においては，第三者及び作業員等の人命の安全確保をすべてに優先させるものとし，応
急処置を講じるとともに，直ちに関係機関に通報及び監督員に連絡しなければならない。
１９ 受注者は，工事施工箇所及びその周辺に地下埋設物件等が予想される場合には，当該物件の位置，
深さ等を調査し，監督員に報告しなければならない。
２０ 受注者は施工中，管理者不明の地下埋設物件等を発見した場合は，監督員に連絡し，その処置につ
いては占用者全体の現地確認を求め，管理者を明確にしなければならない。
２１ 受注者は，地下埋設物件等に損害を与えた場合は，直ちに関係機関に通報及び監督員に連絡し，応
急措置をとり補修しなければならない。
２２ 受注者は，架空線等上空施設の位置及び占用者を把握するため，工事現場，土取り場，建設発生土
受入地，資材等置き場等，工事に係わる全ての架空線等上空施設の現地調査（場所，種類，高さ等）
を行い，その調査結果について，支障物件の有無に関わらず，監督員へ報告しなければならない。
"	"(1) 建築基準法（昭和25年法律第201号）、労働安全衛生法（昭和47年法律第57号）その他関
係法令等に基づくほか、「建設工事公衆災害防止対策要綱（建築工事等編）」（令和元年9月2日
付け 国土交通省告示第 496 号）及び「建築工事安全施工技術指針」（平成 7 年 5 月 25 日付け
建設省営監発第13号）を踏まえ、常に工事の安全に留意し、施工に伴う災害及び事故の防止に
努める。
(2) 同一場所にて関連工事等が行われる場合で、監督職員から労働安全衛生法に基づく指名を受
けたときは、同法に基づく必要な措置を講ずる。
(3) 気象予報、警報等について、常に注意を払い、災害の予防に努める。
(4) 工事の施工に当たり、工事箇所並びにその周辺にある地上及び地下の既設構造物、既設配管
等に対して、支障をきたさないよう、施工方法等を定める。ただし、これにより難い場合は、
監督職員と協議する。
(5) 火気を使用する場合又は作業で火花等が発生する場合は、火気等の取扱いに十分注意すると
ともに、適切な消火設備、防炎シート等を設けるなど、火災防止の措置を講ずる。
(6) 工事の施工に当たり、近隣等との折衝は、次による。また、その経過について記録し、直ち
に監督職員に報告する。
(ｱ) 地域住民等と工事の施工上必要な折衝を行うものとし、あらかじめその概要を監督職員に
報告する。
(ｲ) 工事に関して、第三者から説明の要求又は苦情があった場合は、直ちに誠意を持って対応
する。
"	0.450556	第1編 一般共通事項 第1章 一般事項 第3節 工事現場管理 1.3.5 施工中の安全確保	44.04	""	" 総則 安全管理 工事中の安全確保::
１８ 災害発生時においては，第三者及び作業員等の人命の安全確保をすべてに優先させるものとし，応
急処置を講じるとともに，直ちに関係機関に通報及び監督員に連絡しなければならない。
１９ 受注者は，工事施工箇所及びその周辺に地下埋設物件等が予想される場合には，当該物件の位置，
深さ等を調査し，監督員に報告しなければならない。
２０ 受注者は施工中，管理者不明の地下埋設物件等を発見した場合は，監督員に連絡し，その処置につ
いては占用者全体の現地確認を求め，管理者を明確にしなければならない。
２１ 受注者は，地下埋設物件等に損害を与えた場合は，直ちに関係機関に通報及び監督員に連絡し，応
急措置をとり補修しなければならない。
２２ 受注者は，架空線等上空施設の位置及び占用者を把握するため，工事現場，土取り場，建設発生土
受入地，資材等置き場等，工事に係わる全ての架空線等上空施設の現地調査（場所，種類，高さ等）
を行い，その調査結果について，支障物件の有無に関わらず，監督員へ報告しなければならない。
"	第１章 総則 第２節 安全管理 １－２－１ 工事中の安全確保 	" 一般共通事項 一般事項 工事現場管理 施工中の安全確保::
(1) 建築基準法（昭和25年法律第201号）、労働安全衛生法（昭和47年法律第57号）その他関
係法令等に基づくほか、「建設工事公衆災害防止対策要綱（建築工事等編）」（令和元年9月2日
付け 国土交通省告示第 496 号）及び「建築工事安全施工技術指針」（平成 7 年 5 月 25 日付け
建設省営監発第13号）を踏まえ、常に工事の安全に留意し、施工に伴う災害及び事故の防止に
努める。
(2) 同一場所にて関連工事等が行われる場合で、監督職員から労働安全衛生法に基づく指名を受
けたときは、同法に基づく必要な措置を講ずる。
(3) 気象予報、警報等について、常に注意を払い、災害の予防に努める。
(4) 工事の施工に当たり、工事箇所並びにその周辺にある地上及び地下の既設構造物、既設配管
等に対して、支障をきたさないよう、施工方法等を定める。ただし、これにより難い場合は、
監督職員と協議する。
(5) 火気を使用する場合又は作業で火花等が発生する場合は、火気等の取扱いに十分注意すると
ともに、適切な消火設備、防炎シート等を設けるなど、火災防止の措置を講ずる。
(6) 工事の施工に当たり、近隣等との折衝は、次による。また、その経過について記録し、直ち
に監督職員に報告する。
(ｱ) 地域住民等と工事の施工上必要な折衝を行うものとし、あらかじめその概要を監督職員に
報告する。
(ｲ) 工事に関して、第三者から説明の要求又は苦情があった場合は、直ちに誠意を持って対応
する。
"
""	""	""	""	""	"災害及び事故が発生した場合は、人命の安全確保を全てに優先させるとともに、二次災害が発生
しないよう工事現場の安全確保に努め、直ちにその経緯を監督職員に報告する。
"	0.538267	第1編 一般共通事項 第1章 一般事項 第3節 工事現場管理 1.3.7 災害等発生時の安全確保	44.04	""	" 総則 安全管理 工事中の安全確保::
１８ 災害発生時においては，第三者及び作業員等の人命の安全確保をすべてに優先させるものとし，応
急処置を講じるとともに，直ちに関係機関に通報及び監督員に連絡しなければならない。
１９ 受注者は，工事施工箇所及びその周辺に地下埋設物件等が予想される場合には，当該物件の位置，
深さ等を調査し，監督員に報告しなければならない。
２０ 受注者は施工中，管理者不明の地下埋設物件等を発見した場合は，監督員に連絡し，その処置につ
いては占用者全体の現地確認を求め，管理者を明確にしなければならない。
２１ 受注者は，地下埋設物件等に損害を与えた場合は，直ちに関係機関に通報及び監督員に連絡し，応
急措置をとり補修しなければならない。
２２ 受注者は，架空線等上空施設の位置及び占用者を把握するため，工事現場，土取り場，建設発生土
受入地，資材等置き場等，工事に係わる全ての架空線等上空施設の現地調査（場所，種類，高さ等）
を行い，その調査結果について，支障物件の有無に関わらず，監督員へ報告しなければならない。
"	第１章 総則 第２節 安全管理 １－２－１ 工事中の安全確保 	" 一般共通事項 一般事項 工事現場管理 災害等発生時の安全確保::
災害及び事故が発生した場合は、人命の安全確保を全てに優先させるとともに、二次災害が発生
しないよう工事現場の安全確保に努め、直ちにその経緯を監督職員に報告する。
"
