midashi1	midashi2	midashi3	midashi4	content	資料B_本文	誤差	資料B_項番	index	delete	emb	meta	資料B_本文_emb
第1編 一般共通事項	第1章 一般事項	第4節 機器及び材料	1.4.4 機材の検査等	"(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"	"(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"	0.000007	第１編 一般共通事項 第１章 一般事項 第4節 機器及び材料 1.4.5 機材の検査等	38.0	""	" 一般共通事項 一般事項 機器及び材料 機材の検査等::
(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.4 機材の検査等	" 一般共通事項 一般事項 機器及び材料 機材の検査等::
(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"
""	""	""	""	""	"機材は工事現場へ搬入ごとに、監督職員に報告する。ただし、あらかじめ監督職員の承諾を受け
た場合は、この限りでない。
"	0.38735	第１編 一般共通事項 第１章 一般事項 第4節 機器及び材料 1.4.4 機材の搬入	38.0	""	" 一般共通事項 一般事項 機器及び材料 機材の検査等::
(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.4 機材の検査等	" 一般共通事項 一般事項 機器及び材料 機材の搬入::
機材は工事現場へ搬入ごとに、監督職員に報告する。ただし、あらかじめ監督職員の承諾を受け
た場合は、この限りでない。
"
""	""	""	""	""	"搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"	0.418755	第１編 一般共通事項 第１章 一般事項 第4節 機器及び材料 1.4.7 機材の保管	38.0	""	" 一般共通事項 一般事項 機器及び材料 機材の検査等::
(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.4 機材の検査等	" 一般共通事項 一般事項 機器及び材料 機材の保管::
搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"
第1編 一般共通事項	第1章 一般事項	第4節 機器及び材料	1.4.5 機材の検査に伴う試験	"(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	"(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	0.000006	第１編 一般共通事項 第１章 一般事項 第4節 機器及び材料 1.4.6 機材の検査に伴う試験	39.0	""	" 一般共通事項 一般事項 機器及び材料 機材の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.5 機材の検査に伴う試験	" 一般共通事項 一般事項 機器及び材料 機材の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"
""	""	""	""	""	"(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	0.369502	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.5 施工の検査に伴う試験	39.0	""	" 一般共通事項 一般事項 機器及び材料 機材の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.5 機材の検査に伴う試験	" 一般共通事項 一般事項 施工 施工の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験が完了したときは、その試験成績書を監督職員に提出する。
"
""	""	""	""	""	"盤類等の改造、器具類の増設等に伴う新設器具単体の試験は、標準仕様書の当該事項により行い、
監督職員に試験成績書を提出し、承諾を受ける。
"	0.559172	第2編 電力設備工事 第1章 機材 第4節 機材の試験 1.4.1 試験	39.0	""	" 一般共通事項 一般事項 機器及び材料 機材の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.5 機材の検査に伴う試験	" 電力設備工事 機材 機材の試験 試験::
盤類等の改造、器具類の増設等に伴う新設器具単体の試験は、標準仕様書の当該事項により行い、
監督職員に試験成績書を提出し、承諾を受ける。
"
第1編 一般共通事項	第1章 一般事項	第4節 機器及び材料	1.4.6 機材の保管	"搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"	"搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"	0.000004	第１編 一般共通事項 第１章 一般事項 第4節 機器及び材料 1.4.7 機材の保管	40.0	""	" 一般共通事項 一般事項 機器及び材料 機材の保管::
搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.6 機材の保管	" 一般共通事項 一般事項 機器及び材料 機材の保管::
搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"
""	""	""	""	""	"機材は工事現場へ搬入ごとに、監督職員に報告する。ただし、あらかじめ監督職員の承諾を受け
た場合は、この限りでない。
"	0.350572	第１編 一般共通事項 第１章 一般事項 第4節 機器及び材料 1.4.4 機材の搬入	40.0	""	" 一般共通事項 一般事項 機器及び材料 機材の保管::
搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.6 機材の保管	" 一般共通事項 一般事項 機器及び材料 機材の搬入::
機材は工事現場へ搬入ごとに、監督職員に報告する。ただし、あらかじめ監督職員の承諾を受け
た場合は、この限りでない。
"
""	""	""	""	""	"(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"	0.418794	第１編 一般共通事項 第１章 一般事項 第4節 機器及び材料 1.4.5 機材の検査等	40.0	""	" 一般共通事項 一般事項 機器及び材料 機材の保管::
搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.6 機材の保管	" 一般共通事項 一般事項 機器及び材料 機材の検査等::
(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"
第1編 一般共通事項	第1章 一般事項	第5節 施工	""	""	""	0.000001	第１編 一般共通事項 第１章 一般事項 第6節 施工 	41.0	""	" 一般共通事項 一般事項 施工::
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 	" 一般共通事項 一般事項 施工::
"
""	""	""	""	""	""	0.209937	第１編 一般共通事項 第１章 一般事項 第5節 施工調査 	41.0	""	" 一般共通事項 一般事項 施工::
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 	" 一般共通事項 一般事項 施工調査::
"
""	""	""	""	""	""	0.269897	第１編 一般共通事項 第2章 共通工事 第2節 仮設工事 	41.0	""	" 一般共通事項 一般事項 施工::
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 	" 一般共通事項 共通工事 仮設工事::
"
第1編 一般共通事項	第1章 一般事項	第5節 施工	1.5.1 施工	"施工は、設計図書、実施工程表、施工計画書、施工図等に基づき行う。
"	"施工は、設計図書、実施工程表、施工計画書、施工図等に基づき行う。
"	0.000001	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.1 施工	42.0	""	" 一般共通事項 一般事項 施工 施工::
施工は、設計図書、実施工程表、施工計画書、施工図等に基づき行う。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.1 施工	" 一般共通事項 一般事項 施工 施工::
施工は、設計図書、実施工程表、施工計画書、施工図等に基づき行う。
"
""	""	""	""	""	""	0.334914	第１編 一般共通事項 第１章 一般事項 第6節 施工 	42.0	""	" 一般共通事項 一般事項 施工 施工::
施工は、設計図書、実施工程表、施工計画書、施工図等に基づき行う。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.1 施工	" 一般共通事項 一般事項 施工::
"
""	""	""	""	""	"(1) 設計図書に適合する工事目的物を完成させるために、施工管理体制を確立し、品質、工程、
安全等の施工管理を行う。
(2) 工事の施工に携わる下請負人に、工事関係図書及び監督職員の指示の内容を周知徹底する。
"	0.385147	第１編 一般共通事項 第１章 一般事項 第3節 工事現場管理 1.3.1 施工管理	42.0	""	" 一般共通事項 一般事項 施工 施工::
施工は、設計図書、実施工程表、施工計画書、施工図等に基づき行う。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.1 施工	" 一般共通事項 一般事項 工事現場管理 施工管理::
(1) 設計図書に適合する工事目的物を完成させるために、施工管理体制を確立し、品質、工程、
安全等の施工管理を行う。
(2) 工事の施工に携わる下請負人に、工事関係図書及び監督職員の指示の内容を周知徹底する。
"
第1編 一般共通事項	第1章 一般事項	第5節 施工	1.5.2 一工程の施工の確認及び報告	"一工程の施工を完了したとき又は工程の途中において監督職員の指示を受けた場合は、その施
工が設計図書に適合することを確認し、適時、監督職員に報告する。
なお、確認及び報告は、監督職員の承諾を受けた者が行う。
"	"一工程の施工を完了したとき又は工程の途中において監督職員の指示を受けた場合は、その施
工が設計図書に適合することを確認し、適時、監督職員に報告する。
なお、確認及び報告は、監督職員の承諾を受けた者が行う。
"	0.000002	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.3 一工程の施工の確認及び報告	43.0	""	" 一般共通事項 一般事項 施工 一工程の施工の確認及び報告::
一工程の施工を完了したとき又は工程の途中において監督職員の指示を受けた場合は、その施
工が設計図書に適合することを確認し、適時、監督職員に報告する。
なお、確認及び報告は、監督職員の承諾を受けた者が行う。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.2 一工程の施工の確認及び報告	" 一般共通事項 一般事項 施工 一工程の施工の確認及び報告::
一工程の施工を完了したとき又は工程の途中において監督職員の指示を受けた場合は、その施
工が設計図書に適合することを確認し、適時、監督職員に報告する。
なお、確認及び報告は、監督職員の承諾を受けた者が行う。
"
""	""	""	""	""	"(1) 設計図書に定められた場合又は 1.6.3「一工程の施工の確認及び報告」により報告した場合
は、監督職員の検査を受ける。
(2) (1)による検査の結果、合格した工程と同じ機材及び工法により施工した部分は、以後、抽出
検査とすることができる。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) 見本施工の実施が特記された場合は、仕上り程度等が判断できる見本施工を行い、監督職員
の承諾を受ける。
"	0.295926	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.4 施工の検査等	43.0	""	" 一般共通事項 一般事項 施工 一工程の施工の確認及び報告::
一工程の施工を完了したとき又は工程の途中において監督職員の指示を受けた場合は、その施
工が設計図書に適合することを確認し、適時、監督職員に報告する。
なお、確認及び報告は、監督職員の承諾を受けた者が行う。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.2 一工程の施工の確認及び報告	" 一般共通事項 一般事項 施工 施工の検査等::
(1) 設計図書に定められた場合又は 1.6.3「一工程の施工の確認及び報告」により報告した場合
は、監督職員の検査を受ける。
(2) (1)による検査の結果、合格した工程と同じ機材及び工法により施工した部分は、以後、抽出
検査とすることができる。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) 見本施工の実施が特記された場合は、仕上り程度等が判断できる見本施工を行い、監督職員
の承諾を受ける。
"
""	""	""	""	""	"(1) 一工程の施工に先立ち、次の項目について監督職員に報告する。
(ｱ) 施工前の調査の期間及びその時間帯
(ｲ) 工種別又は部位別の施工順序及び施工可能時間帯
(ｳ) 工種別又は部位別の足場その他仮設物の設置範囲及びその期間
(2) 第2編以降の2.1.1「事前確認」による項目を確認し、監督職員に報告する。
"	0.369009	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.2 一工程の施工の事前確認	43.0	""	" 一般共通事項 一般事項 施工 一工程の施工の確認及び報告::
一工程の施工を完了したとき又は工程の途中において監督職員の指示を受けた場合は、その施
工が設計図書に適合することを確認し、適時、監督職員に報告する。
なお、確認及び報告は、監督職員の承諾を受けた者が行う。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.2 一工程の施工の確認及び報告	" 一般共通事項 一般事項 施工 一工程の施工の事前確認::
(1) 一工程の施工に先立ち、次の項目について監督職員に報告する。
(ｱ) 施工前の調査の期間及びその時間帯
(ｲ) 工種別又は部位別の施工順序及び施工可能時間帯
(ｳ) 工種別又は部位別の足場その他仮設物の設置範囲及びその期間
(2) 第2編以降の2.1.1「事前確認」による項目を確認し、監督職員に報告する。
"
第1編 一般共通事項	第1章 一般事項	第5節 施工	1.5.3 施工の検査等	"(1) 設計図書に定められた場合又は 1.5.2「一工程の施工の確認及び報告」により報告した場合
は、監督職員の検査を受ける。
(2) (1)による検査の結果、合格した工程と同じ機材及び工法により施工した部分は、以後、抽出
検査とすることができる。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) 見本施工の実施が特記された場合は、仕上り程度等が判断できる見本施工を行い、監督職員
の承諾を受ける。
"	"(1) 設計図書に定められた場合又は 1.6.3「一工程の施工の確認及び報告」により報告した場合
は、監督職員の検査を受ける。
(2) (1)による検査の結果、合格した工程と同じ機材及び工法により施工した部分は、以後、抽出
検査とすることができる。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) 見本施工の実施が特記された場合は、仕上り程度等が判断できる見本施工を行い、監督職員
の承諾を受ける。
"	0.004435	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.4 施工の検査等	44.0	""	" 一般共通事項 一般事項 施工 施工の検査等::
(1) 設計図書に定められた場合又は 1.5.2「一工程の施工の確認及び報告」により報告した場合
は、監督職員の検査を受ける。
(2) (1)による検査の結果、合格した工程と同じ機材及び工法により施工した部分は、以後、抽出
検査とすることができる。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) 見本施工の実施が特記された場合は、仕上り程度等が判断できる見本施工を行い、監督職員
の承諾を受ける。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.3 施工の検査等	" 一般共通事項 一般事項 施工 施工の検査等::
(1) 設計図書に定められた場合又は 1.6.3「一工程の施工の確認及び報告」により報告した場合
は、監督職員の検査を受ける。
(2) (1)による検査の結果、合格した工程と同じ機材及び工法により施工した部分は、以後、抽出
検査とすることができる。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) 見本施工の実施が特記された場合は、仕上り程度等が判断できる見本施工を行い、監督職員
の承諾を受ける。
"
""	""	""	""	""	"一工程の施工を完了したとき又は工程の途中において監督職員の指示を受けた場合は、その施
工が設計図書に適合することを確認し、適時、監督職員に報告する。
なお、確認及び報告は、監督職員の承諾を受けた者が行う。
"	0.292765	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.3 一工程の施工の確認及び報告	44.0	""	" 一般共通事項 一般事項 施工 施工の検査等::
(1) 設計図書に定められた場合又は 1.5.2「一工程の施工の確認及び報告」により報告した場合
は、監督職員の検査を受ける。
(2) (1)による検査の結果、合格した工程と同じ機材及び工法により施工した部分は、以後、抽出
検査とすることができる。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) 見本施工の実施が特記された場合は、仕上り程度等が判断できる見本施工を行い、監督職員
の承諾を受ける。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.3 施工の検査等	" 一般共通事項 一般事項 施工 一工程の施工の確認及び報告::
一工程の施工を完了したとき又は工程の途中において監督職員の指示を受けた場合は、その施
工が設計図書に適合することを確認し、適時、監督職員に報告する。
なお、確認及び報告は、監督職員の承諾を受けた者が行う。
"
""	""	""	""	""	"(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	0.364311	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.5 施工の検査に伴う試験	44.0	""	" 一般共通事項 一般事項 施工 施工の検査等::
(1) 設計図書に定められた場合又は 1.5.2「一工程の施工の確認及び報告」により報告した場合
は、監督職員の検査を受ける。
(2) (1)による検査の結果、合格した工程と同じ機材及び工法により施工した部分は、以後、抽出
検査とすることができる。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) 見本施工の実施が特記された場合は、仕上り程度等が判断できる見本施工を行い、監督職員
の承諾を受ける。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.3 施工の検査等	" 一般共通事項 一般事項 施工 施工の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験が完了したときは、その試験成績書を監督職員に提出する。
"
第1編 一般共通事項	第1章 一般事項	第5節 施工	1.5.4 施工の検査に伴う試験	"(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	"(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	0.000004	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.5 施工の検査に伴う試験	45.0	""	" 一般共通事項 一般事項 施工 施工の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.4 施工の検査に伴う試験	" 一般共通事項 一般事項 施工 施工の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験が完了したときは、その試験成績書を監督職員に提出する。
"
""	""	""	""	""	"(1) 設計図書に定められた場合又は 1.6.3「一工程の施工の確認及び報告」により報告した場合
は、監督職員の検査を受ける。
(2) (1)による検査の結果、合格した工程と同じ機材及び工法により施工した部分は、以後、抽出
検査とすることができる。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) 見本施工の実施が特記された場合は、仕上り程度等が判断できる見本施工を行い、監督職員
の承諾を受ける。
"	0.365681	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.4 施工の検査等	45.0	""	" 一般共通事項 一般事項 施工 施工の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.4 施工の検査に伴う試験	" 一般共通事項 一般事項 施工 施工の検査等::
(1) 設計図書に定められた場合又は 1.6.3「一工程の施工の確認及び報告」により報告した場合
は、監督職員の検査を受ける。
(2) (1)による検査の結果、合格した工程と同じ機材及び工法により施工した部分は、以後、抽出
検査とすることができる。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) 見本施工の実施が特記された場合は、仕上り程度等が判断できる見本施工を行い、監督職員
の承諾を受ける。
"
""	""	""	""	""	"(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	0.369423	第１編 一般共通事項 第１章 一般事項 第4節 機器及び材料 1.4.6 機材の検査に伴う試験	45.0	""	" 一般共通事項 一般事項 施工 施工の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.4 施工の検査に伴う試験	" 一般共通事項 一般事項 機器及び材料 機材の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"
第1編 一般共通事項	第1章 一般事項	第5節 施工	1.5.5 施工の立会い	"(1) 設計図書に定められた場合又は監督職員の指示を受けた場合の施工は、監督職員の立会いを
受ける。
(2) 監督職員の立会いに必要な資機材、労務等を提供する。
"	"(1) 設計図書に定められた場合又は監督職員の指示を受けた場合の施工は、監督職員の立会いを
受ける。
(2) 監督職員の立会いに必要な資機材、労務等を提供する。
"	0.000001	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.6 施工の立会い	46.0	""	" 一般共通事項 一般事項 施工 施工の立会い::
(1) 設計図書に定められた場合又は監督職員の指示を受けた場合の施工は、監督職員の立会いを
受ける。
(2) 監督職員の立会いに必要な資機材、労務等を提供する。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.5 施工の立会い	" 一般共通事項 一般事項 施工 施工の立会い::
(1) 設計図書に定められた場合又は監督職員の指示を受けた場合の施工は、監督職員の立会いを
受ける。
(2) 監督職員の立会いに必要な資機材、労務等を提供する。
"
""	""	""	""	""	"(1) 施工図等を工事の施工に先立ち作成し、監督職員の承諾を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) 施工図等の作成に当たり、関連工事等との納まり等について、当該工事関係者と調整の上、
十分検討する。
(3) 施工図等の内容を変更する必要が生じた場合は、監督職員に報告するとともに、施工等に支
障がないように適切な措置を講じ、監督職員の承諾を受ける。
"	0.474877	第１編 一般共通事項 第１章 一般事項 第2節 工事関係図書 1.2.3 施工図等	46.0	""	" 一般共通事項 一般事項 施工 施工の立会い::
(1) 設計図書に定められた場合又は監督職員の指示を受けた場合の施工は、監督職員の立会いを
受ける。
(2) 監督職員の立会いに必要な資機材、労務等を提供する。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.5 施工の立会い	" 一般共通事項 一般事項 工事関係図書 施工図等::
(1) 施工図等を工事の施工に先立ち作成し、監督職員の承諾を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) 施工図等の作成に当たり、関連工事等との納まり等について、当該工事関係者と調整の上、
十分検討する。
(3) 施工図等の内容を変更する必要が生じた場合は、監督職員に報告するとともに、施工等に支
障がないように適切な措置を講じ、監督職員の承諾を受ける。
"
""	""	""	""	""	"施工は、設計図書、実施工程表、施工計画書、施工図等に基づき行う。
"	0.476387	第１編 一般共通事項 第１章 一般事項 第6節 施工 1.6.1 施工	46.0	""	" 一般共通事項 一般事項 施工 施工の立会い::
(1) 設計図書に定められた場合又は監督職員の指示を受けた場合の施工は、監督職員の立会いを
受ける。
(2) 監督職員の立会いに必要な資機材、労務等を提供する。
"	第1編 一般共通事項 第1章 一般事項 第5節 施工 1.5.5 施工の立会い	" 一般共通事項 一般事項 施工 施工::
施工は、設計図書、実施工程表、施工計画書、施工図等に基づき行う。
"
